artist_id,weight,similitud,final,album_id,album_name,album_popularity,genre_0,album_type,artists,duration_sec,track_id,track_name,artist_genres,artist_popularity,name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,uri,valence,explicit,track_popularity,followers,dance_interval
09oRvxQZx60TJaLKEYwpcg,314.75147527961457,45.07727692175755,6.9824864493465615,6bGnkRqBlWeza636wSL19b,Action Vérité,7,kompa gouyad,single,nickson,256.544,5quOU7wq6VB56CeLdaWvvj,Action Vérité,['kompa gouyad'],26,Nickson,0.62,0.524,0.776,0.39,11.0,0.318,-7.331,1.0,0.0296,166.017,4.0,spotify:track:5quOU7wq6VB56CeLdaWvvj,0.811,False,14.0,4704,"(0.4, 0.6]"
6ay740FQIPgTMahZqP9Opx,299.6752729137443,43.0768423049419,6.956760451296234,5IIwasi1VUyyE91A4pwbGS,35 Cents,0,lo-fi study,single,tyluv.,128.0,6q8JxSOaakn5zqhCPkUhyU,35 Cents,['lo-fi study'],43,TyLuv.,0.136,0.666,0.482,0.771,9.0,0.166,-16.471,0.0,0.0751,180.049,4.0,spotify:track:6q8JxSOaakn5zqhCPkUhyU,0.304,False,2.0,2599,"(0.6, 0.8]"
307URZG4lV6wvjKYmj86w2,333.8617804834813,48.41146369558084,6.89633725150015,34jExCWwVN47ywWmpcgrdH,Gros-Bec,27,indie quebecois,album,jimmy hunt,195.599,4NuR0VR3Pocs1DSro9Dzjc,Gelée,['indie quebecois'],29,Jimmy Hunt,0.387,0.365,0.32,0.863,4.0,0.0726,-12.406,0.0,0.0345,126.277,4.0,spotify:track:4NuR0VR3Pocs1DSro9Dzjc,0.179,False,22.0,11581,"(0.2, 0.4]"
